Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Packets Rx Dropped,Packets Tx Dropped,Packets Rx Errors,Packets Tx Errors,Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Delta Packets Rx Dropped,Delta Packets Tx Dropped,Delta Packets Rx Errors,Delta Packets Tx Errors,Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,Table ID,Active Flow Entries,Packets Looked Up,Packets Matched,Max Size,Label,Binary Label
1,11,942,8098,60,46,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,0,0,0,0,0,6,940,857,-1,1,1
2,396,21676,28876,445,46,0,0,0,0,99,5346,5624,101,5,0,0,0,0,2,540,20412,540,20412,540,0,6,940,857,-1,1,1
3,442,28702,8008,59,46,0,0,0,0,101,5624,278,2,5,0,0,0,0,3,0,0,0,0,0,0,6,940,857,-1,1,1
4,56,7882,8008,59,46,0,0,0,0,2,278,278,2,5,0,0,0,0,4,0,0,0,0,0,0,6,940,857,-1,1,1
1,11,942,9252,69,56,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,0,6,1335,1252,-1,1,1
2,588,32044,40398,646,56,0,0,0,0,97,5238,5794,101,5,0,0,0,0,2,502,30564,502,30564,502,0,6,1335,1252,-1,1,1
3,643,40224,9120,67,56,0,0,0,0,101,5794,556,4,5,0,0,0,0,3,0,0,0,0,0,0,6,1335,1252,-1,1,1
4,64,8994,9162,68,56,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,0,6,1335,1252,-1,1,1
1,301,6312282,6329508,428,146,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,0,10,6936,6838,-1,1,1
2,2675,12732842,157493,2661,146,0,0,0,0,95,5130,5686,99,5,0,0,0,0,2,507,131482,507,131482,507,0,10,6936,6838,-1,1,1
3,3273,19073830,12639208,696,146,0,0,0,0,194,11976,6302984,167,5,0,0,0,0,3,0,0,0,0,0,0,10,6936,6838,-1,1,1
4,624,6342957,12631160,580,146,0,0,0,0,167,6302984,6846,99,5,0,0,0,0,4,0,0,0,0,0,0,10,6936,6838,-1,1,1
1,3031,165574,6482501,3250,191,0,0,0,0,93,5022,5578,97,5,0,0,0,0,1,464,156006,464,156006,464,0,8,8575,8481,-1,1,1
2,645,18918883,6348139,671,191,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,0,8,8575,8481,-1,1,1
3,730,12643920,6342214,586,191,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,8077,0,8077,0,0,8,8575,8481,-1,1,1
4,4041,19120053,12785921,3425,191,0,0,0,0,97,5578,5578,97,5,0,0,0,0,4,464,6459358,464,6459358,464,0,8,8575,8481,-1,1,1
1,3221,175834,6493637,3447,201,0,0,0,0,96,5184,5462,98,5,0,0,0,0,1,480,166320,480,166320,480,0,6,8976,8882,-1,1,1
2,645,18918883,6349015,678,201,0,0,0,0,0,0,278,2,5,0,0,0,0,2,0,0,0,0,0,0,6,8976,8882,-1,1,1
3,736,12644754,6343090,593,201,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,0,6,8976,8882,-1,1,1
4,4237,19131147,12797057,3622,201,0,0,0,0,98,5462,5462,98,5,0,0,0,0,4,16632,166320,16632,166320,16632,0,6,8976,8882,-1,1,1
1,3409,185974,6504889,3643,211,0,0,0,0,94,5064,5620,98,5,0,0,0,0,1,507,176472,507,176472,507,0,6,9372,9278,-1,1,1
2,645,18918883,6350127,686,211,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,0,6,9372,9278,-1,1,1
3,744,12645866,6344202,601,211,0,0,0,0,4,556,556,4,4,0,0,0,0,3,0,0,0,0,0,0,6,9372,9278,-1,1,1
4,4433,19142399,12808309,3818,211,0,0,0,0,98,5620,5620,98,5,0,0,0,0,4,507,176472,507,176472,507,0,6,9372,9278,-1,1,1
1,3594,195964,6515713,3834,221,0,0,0,0,91,4914,5470,95,5,0,0,0,0,1,453,186462,453,186462,453,0,6,9766,9672,-1,1,1
2,645,18918883,6350961,692,221,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,0,6,9766,9672,-1,1,1
3,750,12646700,6345036,607,221,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,0,6,9766,9672,-1,1,1
4,4624,19153223,12819133,4009,221,0,0,0,0,95,5470,5470,95,5,0,0,0,0,4,453,186462,453,186462,453,0,6,9766,9672,-1,1,1
1,11,942,9354,70,56,0,0,0,0,0,0,626,5,5,0,0,0,0,1,0,0,0,0,0,0,6,483,395,-1,1,1
2,125,8719,6312644,242,56,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,6303286,0,6303286,0,0,6,483,395,-1,1,1
3,66,9138,9078,66,56,0,0,0,0,5,626,556,4,5,0,0,0,0,3,0,0,0,0,0,0,6,483,395,-1,1,1
4,236,6312312,17057,183,56,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,7747,0,7747,0,0,6,483,395,-1,1,1
1,12,1012,10433,78,66,0,0,0,0,1,70,759,5,5,0,0,0,0,1,0,0,0,0,0,0,4,515,420,-1,1,1
2,126,8789,6313723,250,66,0,0,0,0,1,70,759,5,5,0,0,0,0,2,0,0,0,0,0,0,4,515,420,-1,1,1
3,74,10217,10115,73,66,0,0,0,0,5,759,759,5,5,0,0,0,0,3,0,0,0,0,0,0,4,515,420,-1,1,1
4,244,6313419,18136,191,66,0,0,0,0,6,829,759,5,5,0,0,0,0,4,0,0,0,0,0,0,4,515,420,-1,1,1
1,12,1012,11309,85,76,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,0,4,534,439,-1,1,1
2,126,8789,6314669,258,76,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,0,4,534,439,-1,1,1
3,81,11093,11019,80,76,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,0,4,534,439,-1,1,1
4,250,6314253,19082,199,76,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,0,4,534,439,-1,1,1
1,186,6304415,19808,203,86,0,0,0,0,65,2363859,3195,42,5,0,0,0,0,1,0,0,0,0,0,0,6,838,743,-1,1,1
2,126,8789,6315545,265,86,0,0,0,0,0,0,278,2,5,0,0,0,0,2,0,0,0,0,0,0,6,838,743,-1,1,1
3,87,11927,11895,87,86,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,0,6,838,743,-1,1,1
