Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Packets Rx Dropped,Packets Tx Dropped,Packets Rx Errors,Packets Tx Errors,Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Delta Packets Rx Dropped,Delta Packets Tx Dropped,Delta Packets Rx Errors,Delta Packets Tx Errors,Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,Table ID,Active Flow Entries,Packets Looked Up,Packets Matched,Max Size,Label,Binary Label
1,11,946,8214,62,46,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,0,0,0,0,0,8,1233,1145,-1,1,1
2,512,29635,6332447,621,46,0,0,0,0,100,5400,5678,102,5,0,0,0,0,2,-1501,0,-1501,0,-1501,0,8,1233,1145,-1,1,1
3,232,6311393,36529,556,46,0,0,0,0,2,278,5678,102,5,0,0,0,0,3,-1501,0,-1501,0,-1501,0,8,1233,1145,-1,1,1
4,446,28882,8124,61,46,0,0,0,0,102,5678,278,2,5,0,0,0,0,4,0,0,0,0,0,0,8,1233,1145,-1,1,1
1,186,6304415,17324,187,56,0,0,0,0,146,5908149,6776,94,5,0,0,0,0,1,781,7812,781,7812,781,0,8,1944,1856,-1,1,1
2,704,40003,6344039,823,56,0,0,0,0,98,5292,5918,103,5,0,0,0,0,2,523,31050,523,31050,523,0,8,1944,1856,-1,1,1
3,240,6312505,48051,757,56,0,0,0,0,4,556,5848,102,5,0,0,0,0,3,523,31050,523,31050,523,0,8,1944,1856,-1,1,1
4,763,48332,9278,70,56,0,0,0,0,191,11998,556,4,5,0,0,0,0,4,0,0,0,0,0,0,8,1944,1856,-1,1,1
1,188,6304555,26198,256,146,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,0,6,6487,6384,-1,1,1
2,2840,6452671,19061013,3085,146,0,0,0,0,95,5130,5686,99,5,0,0,0,0,2,561,6427938,561,6427938,561,0,6,6487,6384,-1,1,1
3,309,6321407,6461328,2838,146,0,0,0,0,4,556,5686,99,5,0,0,0,0,3,13202,132022,13202,132022,13202,0,6,6487,6384,-1,1,1
4,3027,12765418,26151,256,146,0,0,0,0,99,5686,556,4,5,0,0,0,0,4,0,0,0,0,0,0,6,6487,6384,-1,1,1
1,411,6319819,12636509,626,191,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,0,4,1665,1571,-1,1,1
2,128,8977,6325807,346,191,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,0,4,1665,1571,-1,1,1
3,278,29623,6332660,441,191,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,0,4,1665,1571,-1,1,1
4,691,18932439,37544,394,191,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,0,4,1665,1571,-1,1,1
1,411,6319819,12637385,633,201,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,0,0,0,0,0,4,1686,1592,-1,1,1
2,128,8977,6326683,353,201,0,0,0,0,0,0,278,2,5,0,0,0,0,2,0,0,0,0,0,0,4,1686,1592,-1,1,1
3,285,30499,6333494,447,201,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,0,4,1686,1592,-1,1,1
4,698,18933315,38420,401,201,0,0,0,0,2,278,278,2,5,0,0,0,0,4,0,0,0,0,0,0,4,1686,1592,-1,1,1
1,411,6319819,12638497,641,211,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,0,4,1710,1616,-1,1,1
2,128,8977,6327795,361,211,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,0,4,1710,1616,-1,1,1
3,293,31611,6334606,455,211,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,0,4,1710,1616,-1,1,1
4,706,18934427,39532,409,211,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,0,4,1710,1616,-1,1,1
1,411,6319819,12639331,647,221,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,0,4,1728,1634,-1,1,1
2,128,8977,6328629,367,221,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,0,4,1728,1634,-1,1,1
3,299,32445,6335510,462,221,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,0,4,1728,1634,-1,1,1
4,712,18935261,40366,415,221,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,0,4,1728,1634,-1,1,1
1,10,856,9284,69,56,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,0,6,1311,1221,-1,1,1
2,604,6326922,39483,598,56,0,0,0,0,94,5076,5632,98,5,0,0,0,0,2,464,21978,464,21978,464,0,6,1311,1221,-1,1,1
3,66,9078,9068,65,56,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,0,6,1311,1221,-1,1,1
4,598,39419,31866,488,56,0,0,0,0,98,5632,5702,99,5,0,0,0,0,4,464,21978,464,21978,464,0,6,1311,1221,-1,1,1
1,185,6304329,17990,188,66,0,0,0,0,66,2363929,3944,49,5,0,0,0,0,1,311,7483,311,7483,311,0,8,2013,1916,-1,1,1
2,798,6337402,51042,800,66,0,0,0,0,96,5172,5931,101,5,0,0,0,0,2,464,32292,464,32292,464,0,8,2013,1916,-1,1,1
3,74,10185,10217,74,66,0,0,0,0,5,759,829,6,5,0,0,0,0,3,0,0,0,0,0,0,8,2013,1916,-1,1,1
4,911,58577,6346716,862,66,0,0,0,0,145,9116,2369790,166,5,0,0,0,0,4,236850,6335579,236850,6335579,236850,0,8,2013,1916,-1,1,1
1,298,6312076,6322225,368,76,0,0,0,0,41,2999,2364413,69,5,0,0,0,0,1,630328,6310768,630328,6310768,630328,0,10,2723,2625,-1,1,1
2,1172,12651603,70423,1119,76,0,0,0,0,165,2369257,8955,145,5,0,0,0,0,2,791,50777,791,50777,791,0,10,2723,2625,-1,1,1
3,80,11019,11093,81,76,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,0,10,2723,2625,-1,1,1
4,1118,70253,6358392,1069,76,0,0,0,0,104,5956,5956,104,5,0,0,0,0,4,491,6346433,491,6346433,491,0,10,2723,2625,-1,1,1
1,298,6312076,6323101,375,86,0,0,0,0,0,0,278,2,5,0,0,0,0,1,630328,6303285,630328,6303285,630328,0,8,3140,3042,-1,1,1
2,1371,12662349,82045,1325,86,0,0,0,0,98,5292,5570,100,5,0,0,0,0,2,-4903,0,-4903,0,-4903,0,8,3140,3042,-1,1,1
3,87,11895,11927,87,86,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,0,8,3140,3042,-1,1,1
4,1324,81875,6370014,1275,86,0,0,0,0,100,5570,5570,100,5,0,0,0,0,4,5383,53838,5383,53838,5383,0,8,3140,3042,-1,1,1
1,298,6312076,6323977,382,96,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,0,0,0,0,0,6,3545,3447,-1,1,1
2,1562,12672651,93223,1523,96,0,0,0,0,96,5184,5462,98,5,0,0,0,0,2,469,64152,469,64152,469,0,6,3545,3447,-1,1,1
3,94,12771,12761,93,96,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,0,6,3545,3447,-1,1,1
4,1522,93053,6381192,1473,96,0,0,0,0,98,5462,5462,98,5,0,0,0,0,4,469,64152,469,64152,469,0,6,3545,3447,-1,1,1
1,298,6312076,6325131,391,106,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,0,8,4229,4131,-1,1,1
2,1921,18986044,112118,1830,106,0,0,0,0,159,2500043,8581,138,5,0,0,0,0,2,759,81819,759,81819,759,0,8,4229,4131,-1,1,1
3,102,13883,13915,102,106,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,0,8,4229,4131,-1,1,1
4,1830,111990,6392336,1667,106,0,0,0,0,138,8581,5470,95,5,0,0,0,0,4,448,74142,448,74142,448,0,8,4229,4131,-1,1,1
1,288,6311151,6329544,427,156,0,0,0,0,100,6596,6303026,168,5,0,0,0,0,1,0,0,0,0,0,0,8,7113,7009,-1,1,1
2,3033,6463097,19072245,3284,156,0,0,0,0,99,5362,5890,103,5,0,0,0,0,2,534,6437766,534,6437766,534,0,8,7113,7009,-1,1,1
3,479,12624711,6479114,3136,156,0,0,0,0,168,6303026,12444,202,5,0,0,0,0,3,448,136504,448,136504,448,0,8,7113,7009,-1,1,1
4,3227,12776692,27069,264,156,0,0,0,0,103,5890,598,5,5,0,0,0,0,4,0,0,0,0,0,0,8,7113,7009,-1,1,1
1,472,12615478,6333498,507,116,0,0,0,0,68,2495128,3473,44,5,0,0,0,0,1,0,0,0,0,0,0,10,4956,4857,-1,1,1
2,2125,18997064,123944,2040,116,0,0,0,0,100,5404,5890,103,5,0,0,0,0,2,523,93159,523,93159,523,0,10,4956,4857,-1,1,1
3,108,14717,14791,109,116,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,0,10,4956,4857,-1,1,1
4,2150,131349,12707592,2051,116,0,0,0,0,143,8807,2501088,172,5,0,0,0,0,4,250036,6388768,250036,6388768,250036,0,10,4956,4857,-1,1,1
1,472,12615478,6334332,513,126,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,0,0,0,0,0,8,5353,5253,-1,1,1
2,2313,19007216,135000,2235,126,0,0,0,0,94,5076,5354,96,5,0,0,0,0,2,9568,95688,9568,95688,9568,0,8,5353,5253,-1,1,1
3,115,15621,15695,116,126,0,0,0,0,2,278,348,3,5,0,0,0,0,3,0,0,0,0,0,0,8,5353,5253,-1,1,1
4,2344,142335,12718578,2245,126,0,0,0,0,96,5354,5354,96,5,0,0,0,0,4,-9061,0,-9061,0,-9061,0,8,5353,5253,-1,1,1
1,473,12615548,6335481,522,136,0,0,0,0,0,0,348,3,5,0,0,0,0,1,0,0,0,0,0,0,6,5737,5632,-1,1,1
2,2502,19017422,146285,2432,136,0,0,0,0,92,4968,5246,94,5,0,0,0,0,2,442,105354,442,105354,442,0,6,5737,5632,-1,1,1
3,123,16700,16732,123,136,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,0,6,5737,5632,-1,1,1
4,2542,153690,12729863,2442,136,0,0,0,0,95,5316,5246,94,5,0,0,0,0,4,442,105354,442,105354,442,0,6,5737,5632,-1,1,1
1,473,12615548,6336635,531,146,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,0,6,6143,6037,-1,1,1
2,2693,19027724,157741,2632,146,0,0,0,0,95,5130,5686,99,5,0,0,0,0,2,469,115668,469,115668,469,0,6,6143,6037,-1,1,1
3,132,17854,17844,131,146,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,0,6,6143,6037,-1,1,1
4,2742,165146,12741319,2642,146,0,0,0,0,99,5686,5686,99,5,0,0,0,0,4,469,115668,469,115668,469,0,6,6143,6037,-1,1,1
1,473,12615548,6337553,539,156,0,0,0,0,0,0,598,5,5,0,0,0,0,1,0,0,0,0,0,0,6,6560,6454,-1,1,1
2,2887,19038188,169081,2833,156,0,0,0,0,95,5118,5674,99,5,0,0,0,0,2,464,126090,464,126090,464,0,6,6560,6454,-1,1,1
3,140,18772,18678,137,156,0,0,0,0,5,598,556,4,5,0,0,0,0,3,0,0,0,0,0,0,6,6560,6454,-1,1,1
4,2943,176486,12752701,2844,156,0,0,0,0,99,5674,5716,100,5,0,0,0,0,4,464,126090,464,126090,464,0,6,6560,6454,-1,1,1
1,473,12615548,6338429,546,166,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,0,6,6959,6853,-1,1,1
2,3076,19048382,180151,3029,166,0,0,0,0,93,5010,5566,97,5,0,0,0,0,2,448,136242,448,136242,448,0,6,6959,6853,-1,1,1
3,147,19648,19512,143,166,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,0,6,6959,6853,-1,1,1
4,3139,187556,12763771,3040,166,0,0,0,0,97,5566,5566,97,5,0,0,0,0,4,448,136242,448,136242,448,0,6,6959,6853,-1,1,1
1,473,12615548,6339263,552,176,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,0,0,0,0,0,6,7373,7267,-1,1,1
2,3265,19058588,191191,3224,176,0,0,0,0,93,5022,5300,95,5,0,0,0,0,2,540,146934,540,146934,540,0,6,7373,7267,-1,1,1
3,153,20482,20346,149,176,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,0,6,7373,7267,-1,1,1
4,3334,198596,12774811,3235,176,0,0,0,0,95,5300,5300,95,5,0,0,0,0,4,540,146934,540,146934,540,0,6,7373,7267,-1,1,1
1,11,926,16274,117,131,0,0,0,0,0,0,759,5,5,0,0,0,0,1,0,0,0,0,0,0,4,360,258,-1,1,1
2,13,1082,16364,118,131,0,0,0,0,0,0,759,5,5,0,0,0,0,2,0,0,0,0,0,0,4,360,258,-1,1,1
3,117,16254,16100,114,131,0,0,0,0,5,759,759,5,5,0,0,0,0,3,0,0,0,0,0,0,4,360,258,-1,1,1
4,116,16184,16254,117,131,0,0,0,0,5,759,759,5,5,0,0,0,0,4,0,0,0,0,0,0,4,360,258,-1,1,1
1,11,926,17220,125,141,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,0,6,670,567,-1,1,1
2,187,6304485,25080,240,141,0,0,0,0,23,526079,2282,26,5,0,0,0,0,2,0,0,0,0,0,0,6,670,567,-1,1,1
3,124,17130,6320337,294,141,0,0,0,0,4,556,526635,27,5,0,0,0,0,3,52607,6303287,52607,6303287,52607,0,6,670,567,-1,1,1
4,236,24788,17130,124,141,0,0,0,0,26,2282,556,4,5,0,0,0,0,4,0,0,0,0,0,0,6,670,567,-1,1,1
1,12,996,18096,132,151,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,0,0,0,0,0,6,693,588,-1,1,1
2,187,6304485,25956,247,151,0,0,0,0,0,0,278,2,5,0,0,0,0,2,761,7612,761,7612,761,0,6,693,588,-1,1,1
3,131,18006,6321241,301,151,0,0,0,0,2,278,348,3,5,0,0,0,0,3,0,6303287,0,6303287,0,0,6,693,588,-1,1,1
4,244,25734,18006,131,151,0,0,0,0,3,348,278,2,5,0,0,0,0,4,0,0,0,0,0,0,6,693,588,-1,1,1
1,299,6312152,6331419,445,166,0,0,0,0,0,0,598,5,5,0,0,0,0,1,0,0,0,0,0,0,10,7828,7724,-1,1,1
2,3384,12775653,19089563,3574,166,0,0,0,0,258,6307534,12018,195,5,0,0,0,0,2,1121,6454434,1121,6454434,1121,0,10,7828,7724,-1,1,1
3,496,12626544,6491143,3342,166,0,0,0,0,4,556,5728,100,5,0,0,0,0,3,448,136504,448,136504,448,0,10,7828,7724,-1,1,1
4,3518,12794052,27945,271,166,0,0,0,0,196,12060,598,5,5,0,0,0,0,4,0,0,0,0,0,0,10,7828,7724,-1,1,1
1,12,996,18972,139,161,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,0,0,0,0,0,4,714,609,-1,1,1
2,187,6304485,26832,254,161,0,0,0,0,0,0,278,2,5,0,0,0,0,2,0,0,0,0,0,0,4,714,609,-1,1,1
3,138,18882,6322075,307,161,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,0,4,714,609,-1,1,1
4,251,26610,18882,138,161,0,0,0,0,2,278,278,2,5,0,0,0,0,4,0,0,0,0,0,0,4,714,609,-1,1,1
1,12,996,20126,148,171,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,0,4,735,630,-1,1,1
2,187,6304485,27986,263,171,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,0,4,735,630,-1,1,1
3,147,20036,6323187,315,171,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,0,4,735,630,-1,1,1
4,260,27764,20036,147,171,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,0,4,735,630,-1,1,1
1,12,996,21002,155,181,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,0,4,762,657,-1,1,1
2,187,6304485,28862,270,181,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,0,4,762,657,-1,1,1
3,154,20912,6324021,321,181,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,0,4,762,657,-1,1,1
4,267,28640,20912,154,181,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,0,4,762,657,-1,1,1
1,12,996,21878,162,191,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,0,4,783,678,-1,1,1
2,187,6304485,29738,277,191,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,0,4,783,678,-1,1,1
3,161,21788,6324855,327,191,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,0,4,783,678,-1,1,1
4,274,29516,21788,161,191,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,0,4,783,678,-1,1,1
1,12,996,22754,169,201,0,0,0,0,0,0,278,2,4,0,0,0,0,1,0,0,0,0,0,0,4,804,699,-1,1,1
2,187,6304485,30614,284,201,0,0,0,0,0,0,278,2,4,0,0,0,0,2,0,0,0,0,0,0,4,804,699,-1,1,1
3,168,22664,6325689,333,201,0,0,0,0,2,278,278,2,4,0,0,0,0,3,0,0,0,0,0,0,4,804,699,-1,1,1
4,281,30392,22664,168,201,0,0,0,0,2,278,278,2,4,0,0,0,0,4,0,0,0,0,0,0,4,804,699,-1,1,1
1,190,6304663,31573,290,211,0,0,0,0,29,788619,2351,27,5,0,0,0,0,1,0,0,0,0,0,0,6,1115,1010,-1,1,1
2,187,6304485,31768,293,211,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,0,6,1115,1010,-1,1,1
3,288,31441,12630468,519,211,0,0,0,0,27,2351,789175,33,5,0,0,0,0,3,118242,6303551,118242,6303551,118242,0,6,1115,1010,-1,1,1
4,291,31588,23818,177,211,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,0,6,1115,1010,-1,1,1
1,366,12608198,40204,410,221,0,0,0,0,29,788619,2153,24,5,0,0,0,0,1,0,0,0,0,0,0,8,1431,1326,-1,1,1
2,187,6304485,32644,300,221,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,0,8,1431,1326,-1,1,1
3,294,32275,12631344,526,221,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,0,8,1431,1326,-1,1,1
4,412,40261,24694,184,221,0,0,0,0,24,2153,556,4,5,0,0,0,0,4,0,0,0,0,0,0,8,1431,1326,-1,1,1
1,478,12615851,6344506,591,231,0,0,0,0,28,2113,920444,36,5,0,0,0,0,1,0,0,0,0,0,0,8,1739,1633,-1,1,1
2,188,6304555,33520,307,231,0,0,0,0,1,70,556,4,5,0,0,0,0,2,0,0,0,0,0,0,8,1739,1633,-1,1,1
3,301,33151,12632178,532,231,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,0,8,1739,1633,-1,1,1
4,593,6344563,25570,191,231,0,0,0,0,36,920444,556,4,5,0,0,0,0,4,0,0,0,0,0,0,8,1739,1633,-1,1,1
1,478,12615851,6345424,599,241,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,0,0,0,0,0,6,1763,1657,-1,1,1
2,188,6304555,34438,315,241,0,0,0,0,0,0,278,2,5,0,0,0,0,2,0,0,0,0,0,0,6,1763,1657,-1,1,1
3,309,34069,12633012,538,241,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,0,6,1763,1657,-1,1,1
4,601,6345481,26558,200,241,0,0,0,0,2,278,348,3,5,0,0,0,0,4,0,0,0,0,0,0,6,1763,1657,-1,1,1
1,478,12615851,6346258,605,251,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,0,0,0,0,0,4,1782,1675,-1,1,1
2,188,6304555,35272,321,251,0,0,0,0,0,0,278,2,5,0,0,0,0,2,0,0,0,0,0,0,4,1782,1675,-1,1,1
3,316,34973,12633846,544,251,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,0,4,1782,1675,-1,1,1
4,607,6346315,27392,206,251,0,0,0,0,2,278,278,2,5,0,0,0,0,4,0,0,0,0,0,0,4,1782,1675,-1,1,1
1,10,856,8974,67,56,0,0,0,0,0,0,556,4,4,0,0,0,0,1,0,0,0,0,0,0,6,499,423,-1,1,1
