Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Packets Rx Dropped,Packets Tx Dropped,Packets Rx Errors,Packets Tx Errors,Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Delta Packets Rx Dropped,Delta Packets Tx Dropped,Delta Packets Rx Errors,Delta Packets Tx Errors,Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,Table ID,Active Flow Entries,Packets Looked Up,Packets Matched,Max Size,Label,Binary Label
1,59,8008,7882,56,46,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,0,4,229,146,-1,1,1
2,61,8124,8008,59,46,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,0,4,229,146,-1,1,1
3,59,8008,8008,59,46,0,0,0,0,2,278,278,2,5,0,0,0,0,4,0,0,0,0,0,0,4,229,146,-1,1,1
1,68,9162,8994,64,56,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,0,5,414,331,-1,1,1
2,244,6312705,9162,68,56,0,0,0,0,150,5908705,556,4,5,0,0,0,0,2,0,0,0,0,0,0,5,414,331,-1,1,1
3,68,9162,9162,68,56,0,0,0,0,4,556,556,4,5,0,0,0,0,4,603894,6039814,603894,6039814,603894,0,5,414,331,-1,1,1
1,580,12631160,6342957,624,146,0,0,0,0,100,6888,6302984,167,5,0,0,0,0,1,564600,5646004,564600,5646004,564600,0,6,1623,1524,-1,1,1
2,314,6321649,18106,138,146,0,0,0,0,5,598,556,4,5,0,0,0,0,2,0,0,0,0,0,0,6,1623,1524,-1,1,1
3,523,6335732,18106,138,146,0,0,0,0,167,6302984,556,4,5,0,0,0,0,4,535,5358,535,5358,535,0,6,1623,1524,-1,1,1
1,3426,12785975,19120107,4042,191,0,0,0,0,98,5632,5632,98,4,0,0,0,0,1,464,164083,464,164083,464,0,8,7793,7680,-1,1,1
2,169,22124,22198,170,191,0,0,0,0,4,556,556,4,4,0,0,0,0,2,0,0,0,0,0,0,8,7793,7680,-1,1,1
3,289,30317,22124,169,191,0,0,0,0,4,556,556,4,4,0,0,0,0,4,464,6459358,464,6459358,464,0,8,7793,7680,-1,1,1
1,3623,12797111,19131201,4238,201,0,0,0,0,97,5408,5408,97,5,0,0,0,0,1,16632,166320,16632,166320,16632,0,6,8203,8090,-1,1,1
2,176,23000,23074,177,201,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,0,6,8203,8090,-1,1,1
3,296,31193,23000,176,201,0,0,0,0,2,278,278,2,5,0,0,0,0,4,16632,166320,16632,166320,16632,0,6,8203,8090,-1,1,1
1,3819,12808363,19142453,4434,211,0,0,0,0,97,5578,5578,97,5,0,0,0,0,1,507,176472,507,176472,507,0,6,8605,8492,-1,1,1
2,184,24112,24186,185,211,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,0,6,8605,8492,-1,1,1
3,304,32305,24112,184,211,0,0,0,0,4,556,556,4,5,0,0,0,0,4,507,176472,507,176472,507,0,6,8605,8492,-1,1,1
1,4010,12819187,19153277,4625,221,0,0,0,0,95,5470,5470,95,5,0,0,0,0,1,453,186462,453,186462,453,0,6,9007,8894,-1,1,1
2,190,24946,25020,191,221,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,0,6,9007,8894,-1,1,1
3,310,33139,24946,190,221,0,0,0,0,4,556,556,4,5,0,0,0,0,4,453,186462,453,186462,453,0,6,9007,8894,-1,1,1
1,183,17057,6312312,236,56,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,6303286,0,6303286,0,0,6,716,631,-1,1,1
2,241,6312542,9194,68,56,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,0,6,716,631,-1,1,1
3,67,8986,9194,68,56,0,0,0,0,5,626,556,4,5,0,0,0,0,4,774,7747,774,7747,774,0,6,716,631,-1,1,1
1,191,18136,6313419,244,66,0,0,0,0,5,759,829,6,4,0,0,0,0,1,0,0,0,0,0,0,4,757,667,-1,1,1
2,249,6313621,10273,76,66,0,0,0,0,5,759,759,5,4,0,0,0,0,2,0,0,0,0,0,0,4,757,667,-1,1,1
