Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Packets Rx Dropped,Packets Tx Dropped,Packets Rx Errors,Packets Tx Errors,Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Delta Packets Rx Dropped,Delta Packets Tx Dropped,Delta Packets Rx Errors,Delta Packets Tx Errors,Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,Table ID,Active Flow Entries,Packets Looked Up,Packets Matched,Max Size,Label,Binary Label
1,57,7924,7924,57,46,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,0,5,219,121,-1,1,1
2,59,8008,8008,59,46,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,0,5,219,121,-1,1,1
3,58,7998,7924,57,46,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,0,5,219,121,-1,1,1
1,66,9078,9036,65,56,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,0,5,428,329,-1,1,1
2,243,6312659,9162,68,56,0,0,0,0,151,5908775,556,4,5,0,0,0,0,2,0,0,0,0,0,0,5,428,329,-1,1,1
3,66,9110,6312505,240,56,0,0,0,0,4,556,5908705,150,5,0,0,0,0,3,590814,6303353,590814,6303353,590814,0,5,428,329,-1,1,1
1,133,17896,17770,130,146,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,0,5,1246,1132,-1,1,1
2,754,18934587,25835,251,146,0,0,0,0,90,6234,556,4,5,0,0,0,0,2,0,0,0,0,0,0,5,1246,1132,-1,1,1
3,244,25573,12631016,576,146,0,0,0,0,4,556,6234,90,5,0,0,0,0,3,621,6216,621,6216,621,0,5,1246,1132,-1,1,1
1,159,21704,21872,163,191,0,0,0,0,4,556,556,4,4,0,0,0,0,1,0,0,0,0,0,0,7,7639,7524,-1,1,1
2,3425,12785901,19112586,3938,191,0,0,0,0,98,5632,5632,98,4,0,0,0,0,2,464,156006,464,156006,464,0,7,7639,7524,-1,1,1
3,3933,19112376,12628491,506,191,0,0,0,0,98,5632,556,4,4,0,0,0,0,3,0,6303352,0,6303352,0,0,7,7639,7524,-1,1,1
1,165,22538,22748,170,201,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,0,6,8047,7932,-1,1,1
2,3622,12797037,19123722,4135,201,0,0,0,0,97,5408,5408,97,5,0,0,0,0,2,480,166320,480,166320,480,0,6,8047,7932,-1,1,1
3,4130,19123512,12629325,512,201,0,0,0,0,97,5408,278,2,5,0,0,0,0,3,0,0,0,0,0,0,6,8047,7932,-1,1,1
1,173,23650,23860,178,211,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,0,6,8449,8334,-1,1,1
2,3818,12808289,19134974,4331,211,0,0,0,0,97,5578,5578,97,5,0,0,0,0,2,507,176472,507,176472,507,0,6,8449,8334,-1,1,1
3,4326,19134764,12630437,520,211,0,0,0,0,97,5578,556,4,5,0,0,0,0,3,0,0,0,0,0,0,6,8449,8334,-1,1,1
1,179,24484,24694,184,221,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,0,6,8851,8736,-1,1,1
2,4009,12819113,19145798,4522,221,0,0,0,0,95,5470,5470,95,5,0,0,0,0,2,453,186462,453,186462,453,0,6,8851,8736,-1,1,1
3,4517,19145588,12631271,526,221,0,0,0,0,95,5470,556,4,5,0,0,0,0,3,0,0,0,0,0,0,6,8851,8736,-1,1,1
1,66,9138,9078,66,56,0,0,0,0,5,626,556,4,5,0,0,0,0,1,0,0,0,0,0,0,6,708,607,-1,1,1
2,356,6320405,6312554,241,56,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,6303286,0,6303286,0,0,6,708,607,-1,1,1
3,239,6312438,6320279,353,56,0,0,0,0,4,556,556,4,5,0,0,0,0,3,774,7747,774,7747,774,0,6,708,607,-1,1,1
1,74,10217,10185,74,66,0,0,0,0,5,759,829,6,5,0,0,0,0,1,0,0,0,0,0,0,4,747,641,-1,1,1
2,365,6321554,6313703,250,66,0,0,0,0,5,759,759,5,5,0,0,0,0,2,0,0,0,0,0,0,4,747,641,-1,1,1
3,246,6313475,6321358,361,66,0,0,0,0,5,759,759,5,5,0,0,0,0,3,0,0,0,0,0,0,4,747,641,-1,1,1
1,81,11093,11019,80,76,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,0,4,775,667,-1,1,1
2,372,6322430,6314579,257,76,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,0,4,775,667,-1,1,1
3,253,6314379,6322304,369,76,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,0,4,775,667,-1,1,1
1,88,11969,11853,86,86,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,0,6,1086,978,-1,1,1
2,552,12626667,6323120,376,86,0,0,0,0,67,2364137,3195,42,5,0,0,0,0,2,291,7549,291,7549,291,0,6,1086,978,-1,1,1
3,371,6322878,12626541,549,86,0,0,0,0,42,3195,2364137,67,5,0,0,0,0,3,0,0,0,0,0,0,6,1086,978,-1,1,1
1,94,12803,12729,93,96,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,0,6,1112,1004,-1,1,1
2,559,12627543,6323996,383,96,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,7549,0,7549,0,0,6,1112,1004,-1,1,1
3,378,6323754,12627375,555,96,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,6303287,0,6303287,0,0,6,1112,1004,-1,1,1
1,103,13957,13841,101,106,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,0,5,1319,1211,-1,1,1
2,741,18932058,6325150,392,106,0,0,0,0,69,2364415,556,4,5,0,0,0,0,2,0,0,0,0,0,0,5,1319,1211,-1,1,1
3,386,6324866,18931890,737,106,0,0,0,0,4,556,2364415,69,5,0,0,0,0,3,630328,6303287,630328,6303287,630328,0,5,1319,1211,-1,1,1
1,141,18814,18604,136,156,0,0,0,0,5,598,556,4,5,0,0,0,0,1,0,0,0,0,0,0,5,1285,1171,-1,1,1
2,773,18936507,26753,259,156,0,0,0,0,5,598,598,5,5,0,0,0,0,2,0,0,0,0,0,0,5,1285,1171,-1,1,1
3,250,26407,12632936,595,156,0,0,0,0,4,556,598,5,5,0,0,0,0,3,0,7218,0,7218,0,0,5,1285,1171,-1,1,1
1,111,14903,14675,107,116,0,0,0,0,5,626,556,4,5,0,0,0,0,1,0,0,0,0,0,0,5,1346,1237,-1,1,1
2,748,18932934,6326026,399,116,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,0,5,1346,1237,-1,1,1
3,392,6325700,18932766,744,116,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,6303287,0,6303287,0,0,5,1346,1237,-1,1,1
1,117,15737,15509,113,126,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,0,6,1652,1542,-1,1,1
2,928,25237199,6334355,514,126,0,0,0,0,71,2495477,3529,47,5,0,0,0,0,2,318,7351,318,7351,318,0,6,1652,1542,-1,1,1
3,506,6333959,25236961,923,126,0,0,0,0,46,3459,2495407,70,5,0,0,0,0,3,0,0,0,0,0,0,6,1652,1542,-1,1,1
1,125,16816,16616,121,136,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,0,7,1788,1672,-1,1,1
