Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Packets Rx Dropped,Packets Tx Dropped,Packets Rx Errors,Packets Tx Errors,Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Delta Packets Rx Dropped,Delta Packets Tx Dropped,Delta Packets Rx Errors,Delta Packets Tx Errors,Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,Table ID,Active Flow Entries,Packets Looked Up,Packets Matched,Max Size,Label,Binary Label
1,186,6304411,15955,175,46,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,0,0,0,0,0,7,787,738,-1,1,1
2,59,8008,28702,442,46,0,0,0,0,2,278,5624,101,5,0,0,0,0,2,540,20412,540,20412,540,0,7,787,738,-1,1,1
1,186,6304411,17109,184,56,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,0,5,988,939,-1,1,1
2,67,9120,40224,643,56,0,0,0,0,4,556,5794,101,5,0,0,0,0,2,502,30564,502,30564,502,0,5,988,939,-1,1,1
1,736,18924826,12647239,814,146,0,0,0,0,95,6290,6302984,167,5,0,0,0,0,1,0,0,0,0,0,0,8,4220,4161,-1,1,1
2,696,12639208,19073830,3273,146,0,0,0,0,167,6302984,11976,194,5,0,0,0,0,2,699,126406,699,126406,699,0,8,4220,4161,-1,1,1
1,583,12623084,12645633,760,191,0,0,0,0,0,0,556,4,4,0,0,0,0,1,0,8077,0,8077,0,0,6,1605,1536,-1,1,1
2,586,6342214,12643920,730,191,0,0,0,0,4,556,556,4,4,0,0,0,0,2,0,6303352,0,6303352,0,0,6,1605,1536,-1,1,1
1,583,12623084,12646509,767,201,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,0,0,0,0,0,4,1618,1549,-1,1,1
2,593,6343090,12644754,736,201,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,0,4,1618,1549,-1,1,1
1,583,12623084,12647621,775,211,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,0,4,1630,1561,-1,1,1
2,601,6344202,12645866,744,211,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,0,4,1630,1561,-1,1,1
1,583,12623084,12648455,781,221,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,0,4,1647,1577,-1,1,1
2,607,6345036,12646700,750,221,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,0,4,1647,1577,-1,1,1
1,11,946,9284,69,56,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,0,4,132,81,-1,1,1
2,66,9078,9138,66,56,0,0,0,0,4,556,626,5,5,0,0,0,0,2,0,0,0,0,0,0,4,132,81,-1,1,1
1,12,1016,10433,78,66,0,0,0,0,0,0,829,6,4,0,0,0,0,1,0,0,0,0,0,0,4,153,98,-1,1,1
2,73,10115,10217,74,66,0,0,0,0,5,759,759,5,4,0,0,0,0,2,0,0,0,0,0,0,4,153,98,-1,1,1
1,12,1016,11309,85,76,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,0,4,167,111,-1,1,1
2,80,11019,11093,81,76,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,0,4,167,111,-1,1,1
1,12,1016,12185,92,86,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,0,0,0,0,0,4,180,124,-1,1,1
2,87,11895,11927,87,86,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,0,4,180,124,-1,1,1
1,12,1016,13061,99,96,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,0,0,0,0,0,4,193,137,-1,1,1
2,94,12771,12761,93,96,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,0,4,193,137,-1,1,1
1,12,1016,14215,108,106,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,0,4,210,154,-1,1,1
2,102,13883,13915,102,106,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,0,4,210,154,-1,1,1
1,911,25228298,12655710,932,156,0,0,0,0,164,6302470,7152,104,5,0,0,0,0,1,0,0,0,0,0,0,9,4716,4657,-1,1,1
2,713,12641041,19086064,3483,156,0,0,0,0,4,556,5944,104,5,0,0,0,0,2,534,149068,534,149068,534,0,9,4716,4657,-1,1,1
1,12,1016,15091,115,116,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,0,4,223,167,-1,1,1
2,108,14717,14861,110,116,0,0,0,0,4,556,626,5,5,0,0,0,0,2,0,0,0,0,0,0,4,223,167,-1,1,1
1,13,1086,15995,122,126,0,0,0,0,1,70,348,3,5,0,0,0,0,1,0,0,0,0,0,0,4,237,179,-1,1,1
2,114,15551,15695,116,126,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,0,4,237,179,-1,1,1
1,187,6304488,24169,233,136,0,0,0,0,71,2626398,2931,38,5,0,0,0,0,1,265,7021,265,7021,265,0,6,529,469,-1,1,1
2,225,23725,6320134,297,136,0,0,0,0,38,2931,2626676,73,5,0,0,0,0,2,0,0,0,0,0,0,6,529,469,-1,1,1
1,187,6304488,25323,242,146,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,7021,0,7021,0,0,6,542,482,-1,1,1
2,235,24949,6321246,305,146,0,0,0,0,5,626,556,4,5,0,0,0,0,2,0,0,0,0,0,0,6,542,482,-1,1,1
1,361,12607908,33534,356,156,0,0,0,0,71,2626416,3647,47,5,0,0,0,0,1,0,0,0,0,0,0,6,841,780,-1,1,1
2,349,33160,12625500,485,156,0,0,0,0,47,3647,2626972,75,5,0,0,0,0,2,630330,6303304,630330,6303304,630330,0,6,841,780,-1,1,1
1,361,12607908,34410,363,166,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,0,6,854,793,-1,1,1
2,356,34036,12626334,491,166,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,6303304,0,6303304,0,0,6,854,793,-1,1,1
1,361,12607908,35244,369,176,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,0,0,0,0,0,4,866,805,-1,1,1
2,362,34870,12627168,497,176,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,0,4,866,805,-1,1,1
1,11,926,16364,118,131,0,0,0,0,0,0,759,5,5,0,0,0,0,1,0,0,0,0,0,0,4,234,178,-1,1,1
2,117,16254,16100,114,131,0,0,0,0,5,759,759,5,5,0,0,0,0,2,0,0,0,0,0,0,4,234,178,-1,1,1
1,11,926,17310,126,141,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,0,5,421,365,-1,1,1
2,124,17130,6320407,295,141,0,0,0,0,4,556,526635,27,5,0,0,0,0,2,52607,6303287,52607,6303287,52607,0,5,421,365,-1,1,1
1,126,8793,6321566,306,151,0,0,0,0,24,1861,657646,28,5,0,0,0,0,1,118244,6303306,118244,6303306,118244,0,7,723,665,-1,1,1
2,304,6321386,6329038,415,151,0,0,0,0,28,657646,2139,26,5,0,0,0,0,2,225,6310968,225,6310968,225,0,7,723,665,-1,1,1
1,922,25229297,12657587,950,166,0,0,0,0,0,0,598,5,5,0,0,0,0,1,0,0,0,0,0,0,9,4966,4907,-1,1,1
2,719,12641875,19097038,3677,166,0,0,0,0,4,556,5728,100,5,0,0,0,0,2,-14692,0,-14692,0,-14692,0,9,4966,4907,-1,1,1
1,126,8793,6322442,313,161,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,6303306,0,6303306,0,0,6,736,678,-1,1,1
2,311,6322262,6329872,421,161,0,0,0,0,2,278,278,2,5,0,0,0,0,2,768,7681,768,7681,768,0,6,736,678,-1,1,1
1,126,8793,6323596,322,171,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,0,4,749,691,-1,1,1
2,320,6323416,6330984,429,171,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,0,4,749,691,-1,1,1
