Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Packets Rx Dropped,Packets Tx Dropped,Packets Rx Errors,Packets Tx Errors,Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Delta Packets Rx Dropped,Delta Packets Tx Dropped,Delta Packets Rx Errors,Delta Packets Tx Errors,Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,Table ID,Active Flow Entries,Packets Looked Up,Packets Matched,Max Size,Label,Binary Label
1,59,8008,7840,55,46,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,0,5,224,137,-1,1,1
2,59,8008,8008,59,46,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,0,5,224,137,-1,1,1
3,60,8082,8008,59,46,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,0,5,224,137,-1,1,1
1,68,9162,16880,179,56,0,0,0,0,4,556,6706,93,5,0,0,0,0,1,0,0,0,0,0,0,5,350,263,-1,1,1
2,68,9162,9162,68,56,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,0,5,350,263,-1,1,1
3,185,17164,9162,68,56,0,0,0,0,93,6706,556,4,5,0,0,0,0,3,0,0,0,0,0,0,5,350,263,-1,1,1
1,428,6329462,6328981,416,146,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,0,5,1483,1380,-1,1,1
2,138,18106,6335732,523,146,0,0,0,0,4,556,6302044,156,5,0,0,0,0,2,564600,5646004,564600,5646004,564600,0,5,1483,1380,-1,1,1
3,430,6329601,26035,254,146,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,0,5,1483,1380,-1,1,1
1,1070,12666900,12628322,501,191,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,0,5,2038,1934,-1,1,1
2,169,22124,30317,289,191,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,8077,0,8077,0,0,5,2038,1934,-1,1,1
3,518,12629036,22124,169,191,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,0,5,2038,1934,-1,1,1
1,1077,12667776,12629156,507,201,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,0,4,2066,1962,-1,1,1
2,176,23000,31193,296,201,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,0,4,2066,1962,-1,1,1
3,525,12629912,23000,176,201,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,0,4,2066,1962,-1,1,1
1,1085,12668888,12630268,515,211,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,0,4,2090,1986,-1,1,1
2,184,24112,32305,304,211,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,0,4,2090,1986,-1,1,1
3,533,12631024,24112,184,211,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,0,4,2090,1986,-1,1,1
1,1091,12669722,12631102,521,221,0,0,0,0,4,556,556,4,4,0,0,0,0,1,0,0,0,0,0,0,4,2122,2018,-1,1,1
2,190,24946,33139,310,221,0,0,0,0,4,556,556,4,4,0,0,0,0,2,0,0,0,0,0,0,4,2122,2018,-1,1,1
3,539,12631858,24946,190,221,0,0,0,0,4,556,556,4,4,0,0,0,0,3,0,0,0,0,0,0,4,2122,2018,-1,1,1
1,488,31850,38953,592,56,0,0,0,0,98,5632,5632,98,4,0,0,0,0,1,475,21978,475,21978,475,0,6,1188,1093,-1,1,1
2,68,9194,8986,67,56,0,0,0,0,4,556,626,5,4,0,0,0,0,2,0,0,0,0,0,0,6,1188,1093,-1,1,1
3,600,39543,8916,66,56,0,0,0,0,99,5702,556,4,4,0,0,0,0,3,0,0,0,0,0,0,6,1188,1093,-1,1,1
1,862,6346716,57945,902,66,0,0,0,0,167,2369860,9046,144,5,0,0,0,0,1,1779,39775,1779,39775,1779,0,8,1899,1797,-1,1,1
2,77,10343,10065,75,66,0,0,0,0,5,759,759,5,5,0,0,0,0,2,0,0,0,0,0,0,8,1899,1797,-1,1,1
3,911,58577,10065,75,66,0,0,0,0,144,9046,759,5,5,0,0,0,0,3,0,0,0,0,0,0,8,1899,1797,-1,1,1
1,1070,6358446,69703,1110,76,0,0,0,0,104,5956,5956,104,5,0,0,0,0,1,496,50629,496,50629,496,0,8,2329,2227,-1,1,1
2,84,11219,10941,82,76,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,0,8,2329,2227,-1,1,1
3,1119,70307,10941,82,76,0,0,0,0,104,5956,556,4,5,0,0,0,0,3,0,0,0,0,0,0,8,2329,2227,-1,1,1
1,1275,6370014,81229,1314,86,0,0,0,0,100,5570,5570,100,5,0,0,0,0,1,5383,53838,5383,53838,5383,0,6,2753,2651,-1,1,1
2,91,12095,11817,89,86,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,0,6,2753,2651,-1,1,1
3,1324,81875,11817,89,86,0,0,0,0,100,5570,278,2,5,0,0,0,0,3,0,0,0,0,0,0,6,2753,2651,-1,1,1
1,1474,6381246,92419,1512,96,0,0,0,0,98,5462,5462,98,5,0,0,0,0,1,469,64152,469,64152,469,0,6,3165,3063,-1,1,1
2,98,12971,12693,96,96,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,0,6,3165,3063,-1,1,1
3,1523,93107,12693,96,96,0,0,0,0,98,5462,278,2,5,0,0,0,0,3,0,0,0,0,0,0,6,3165,3063,-1,1,1
1,1668,6392390,111314,1819,106,0,0,0,0,96,5524,8635,139,5,0,0,0,0,1,847,81819,847,81819,847,0,7,3685,3583,-1,1,1
2,107,14125,13917,106,106,0,0,0,0,4,556,626,5,5,0,0,0,0,2,0,0,0,0,0,0,7,3685,3583,-1,1,1
3,1831,112044,13847,105,106,0,0,0,0,139,8635,556,4,5,0,0,0,0,3,0,0,0,0,0,0,7,3685,3583,-1,1,1
1,436,6330380,6329815,422,156,0,0,0,0,5,598,556,4,5,0,0,0,0,1,0,0,0,0,0,0,5,1549,1446,-1,1,1
2,146,19024,6337649,542,156,0,0,0,0,5,598,598,5,5,0,0,0,0,2,0,6303353,0,6303353,0,0,5,1549,1446,-1,1,1
3,438,6330519,26953,262,156,0,0,0,0,5,598,598,5,5,0,0,0,0,3,0,0,0,0,0,0,5,1549,1446,-1,1,1
1,2050,12707522,130577,2137,116,0,0,0,0,170,2500964,8753,142,5,0,0,0,0,1,1292,94744,1292,94744,1292,0,9,4403,4300,-1,1,1
2,114,15001,14793,113,116,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,0,9,4403,4300,-1,1,1
3,2151,131419,14723,112,116,0,0,0,0,143,8823,556,4,5,0,0,0,0,3,0,0,0,0,0,0,9,4403,4300,-1,1,1
1,2244,12718508,141563,2331,126,0,0,0,0,95,5300,5300,95,5,0,0,0,0,1,513,102673,513,102673,513,0,8,4806,4702,-1,1,1
2,121,15905,15627,119,126,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,0,8,4806,4702,-1,1,1
3,2345,142405,15627,119,126,0,0,0,0,95,5300,348,3,5,0,0,0,0,3,0,0,0,0,0,0,8,4806,4702,-1,1,1
1,2616,19033277,152930,2529,136,0,0,0,0,163,2500444,5316,95,5,0,0,0,0,1,10535,105354,10535,105354,10535,0,7,5387,5277,-1,1,1
2,129,16984,16706,127,136,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,0,7,5387,5277,-1,1,1
3,2543,153744,16706,127,136,0,0,0,0,94,5246,278,2,5,0,0,0,0,3,0,0,0,0,0,0,7,5387,5277,-1,1,1
1,2815,19044679,164290,2727,146,0,0,0,0,99,5686,5686,99,5,0,0,0,0,1,507,115668,507,115668,507,0,7,5799,5689,-1,1,1
2,138,18138,17860,136,146,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,0,7,5799,5689,-1,1,1
3,2742,165146,17860,136,146,0,0,0,0,99,5686,556,4,5,0,0,0,0,3,0,0,0,0,0,0,7,5799,5689,-1,1,1
1,3018,19056115,175600,2927,156,0,0,0,0,101,5770,5686,99,5,0,0,0,0,1,502,126090,502,126090,502,0,6,6226,6116,-1,1,1
2,146,19056,18778,144,156,0,0,0,0,5,598,598,5,5,0,0,0,0,2,0,0,0,0,0,0,6,6226,6116,-1,1,1
3,2944,176540,18778,144,156,0,0,0,0,100,5728,598,5,5,0,0,0,0,3,0,0,0,0,0,0,6,6226,6116,-1,1,1
1,3322,19074597,186574,3121,166,0,0,0,0,139,8626,5512,96,5,0,0,0,0,1,480,136242,480,136242,480,0,7,6741,6631,-1,1,1
2,153,19932,19654,151,166,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,0,7,6741,6631,-1,1,1
3,3139,187556,19654,151,166,0,0,0,0,96,5512,556,4,5,0,0,0,0,3,0,0,0,0,0,0,7,6741,6631,-1,1,1
1,3518,19085691,197668,3317,176,0,0,0,0,96,5354,5354,96,5,0,0,0,0,1,491,146448,491,146448,491,0,7,7143,7033,-1,1,1
2,159,20766,20488,157,176,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,0,7,7143,7033,-1,1,1
3,3335,198650,20488,157,176,0,0,0,0,96,5354,278,2,5,0,0,0,0,3,0,0,0,0,0,0,7,7143,7033,-1,1,1
1,443,6331256,6336981,524,166,0,0,0,0,5,598,6888,100,5,0,0,0,0,1,568,5688,568,5688,568,0,6,1665,1562,-1,1,1
